,Kingdom,Phylum,Class,Order,Family,Genus,Species,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_5659,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001340782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5660,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000446927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0,0,0.000111732,0,0
ASV_5661,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0
ASV_5662,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001340782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_5663,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0.000111732,0,0,0,0
ASV_5664,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0.000111732,0.000111732,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0
ASV_5665,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001117318,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0
ASV_5667,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,0.000335196,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0
ASV_5668,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,NA,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5670,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,0.000111732,0,0,0,0,0,0,0,0.000335196,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0
ASV_5671,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0.000558659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5672,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,NA,NA,NA,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0
ASV_5673,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001787709,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5674,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia,NA,0,0,0,0,0.002346369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5675,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA,0,0,0,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0.000223464,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5677,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5679,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0
ASV_5680,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5681,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5682,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5683,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_5684,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0
ASV_5685,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0
ASV_5686,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0.000558659,0,0,0,0,0.000223464,0.000111732,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5687,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5688,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5689,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0
ASV_5690,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0
ASV_5691,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_5692,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0
ASV_5694,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0.000111732,0,0
ASV_5695,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5696,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000335196,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0,0.000446927,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0
ASV_5697,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0,0,0,0,0
ASV_5698,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5699,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_5700,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001452514,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5701,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0
ASV_5702,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0
ASV_5703,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000223464,0,0.000111732,0,0
ASV_5704,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000223464,0,0,0,0,0
ASV_5705,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0.000223464,0.000335196,0,0,0,0.000223464,0,0,0,0,0
ASV_5706,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0
ASV_5708,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000558659,0,0,0,0,0,0.000111732,0,0,0,0
ASV_5713,Bacteria,Chloroflexi,TK17,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0
ASV_5714,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000335196,0,0,0.000111732,0
ASV_5715,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,0.000223464,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0.000446927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0
ASV_5716,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia,NA,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000223464,0,0,0.000111732,0,0,0
ASV_5717,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000335196,0,0.000111732,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732
ASV_5719,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA,0,0,0,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000335196,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5720,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5721,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000335196,0.000111732,0.000111732,0.000111732,0,0,0.000111732,0,0,0,0,0,0
ASV_5722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5723,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0,0,0,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0
ASV_5724,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000446927,0,0,0,0,0,0,0,0,0
ASV_5725,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5726,Bacteria,PAUC34f,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5727,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0
ASV_5728,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0
